,Tm
18519,KAI1925939.1
18520,KAI2034003.1
18521,PYI34104.1
18522,XP_025533110.1
18523,RMY66648.1
18524,XP_013313455.1
18525,KAI9929116.1
18526,XP_040692864.1
18527,XP_007759399.1
18528,XP_016267218.1
18529,OCT49014.1
18530,KIW65368.1
18531,XP_016243668.1
18532,MBL1155471.1
18533,MBW7842447.1
18534,HCY75713.1
18535,PIQ09128.1
18536,WP_297839208.1
18537,MCB9249486.1
18538,MCW8850813.1
18539,MBK6963562.1
18540,GBD89679.1
18541,GJQ62931.1
18542,WP_043068189.1
18543,WP_021620131.1
18544,WP_094912885.1
18545,WP_061786007.1
18546,WP_277716970.1
18547,WP_144594180.1
18548,WP_025911208.1
18549,WP_078408618.1
18550,WP_028398714.1
18551,WP_155668441.1
18552,RJP57703.1
18553,WP_068549523.1
18554,MBE2278908.1
18555,GJQ32764.1
18556,WP_135328641.1
18557,WP_214726164.1
18558,WP_066545210.1
18559,WP_251170870.1
18560,WP_217588182.1
18561,KRF52599.1
18562,WP_289437527.1
18563,WP_197245431.1
18564,WP_264736836.1
18565,WP_174750386.1
18566,WP_163100745.1
18567,WP_053436861.1
18568,WP_275722961.1
18569,WP_108670478.1
18570,WP_026582423.1
18571,WP_096271620.1
18572,WP_226600070.1
18573,WP_179156231.1
18574,WP_066067546.1
18575,MBU0905883.1
18576,EFV78921.1
18577,WP_126051417.1
18578,WP_019381449.1
18579,WP_097158352.1
18580,WP_246938676.1
18581,OZI12193.1
18582,WP_036823942.1
18583,WP_092505749.1
18584,MBR3121192.1
18585,WP_301138150.1
18586,WP_163177530.1
18587,WP_056829941.1
18588,WP_209479819.1
18589,WP_160850011.1
18590,WP_289521719.1
18591,WP_257062608.1
18592,WP_243508016.1
18593,WP_181350192.1
18594,WP_251531858.1
18595,WP_221780394.1
18596,WP_167832126.1
18597,WP_226644739.1
18598,WP_248510865.1
18599,WP_007087634.1
18600,WP_013081702.1
18601,WP_174615833.1
18602,WP_092494393.1
18603,WP_149475367.1
18604,WP_282244710.1
18605,PAQ13897.1
18606,WP_207528892.1
18607,WP_137730593.1
18608,WP_023615356.1
18609,WP_283952381.1
18610,WP_213100331.1
18611,WP_063180311.1
18612,VEF48129.1
18613,WP_063254110.1
18614,WP_042460972.1
18615,WP_160910035.1
18616,WP_041072132.1
18617,WP_181472967.1
18618,WP_077324447.1
18619,WP_097148902.1
18620,WP_226087138.1
18621,WP_149871364.1
18622,WP_179595434.1
18623,WP_141600889.1
18624,WP_066054559.1
18625,WP_188384446.1
18626,WP_214908825.1
18627,WP_210364634.1
18628,WP_101597204.1
18629,WP_111438127.1
18630,WP_024029321.1
18631,WP_215024377.1
18632,WP_157293685.1
18633,WP_057774371.1
18634,WP_283861897.1
18635,WP_124069048.1
18636,WP_066091190.1
18637,WP_203362041.1
18638,WP_092049560.1
18639,WP_008296430.1
18640,WP_159866138.1
18641,WP_215034504.1
18642,WP_208651058.1
18643,WP_100403277.1
18644,WP_115772239.1
18645,WP_115749554.1
18646,OJH17608.1
18647,WP_078109861.1
18648,WP_136828935.1
18649,MBL4954516.1
18650,MBO2504781.1
18651,WP_214776664.1
18652,WP_212942454.1
18653,WP_119707169.1
18654,WP_251521205.1
18655,WP_101550924.1
18656,WP_251344979.1
18657,SHR42876.1
18658,WP_259546135.1
18659,WP_151700014.1
18660,WP_233810649.1
18661,WP_016837005.1
18662,WP_214735422.1
18663,WP_213092405.1
18664,WP_179392847.1
18665,WP_226675847.1
18666,WP_289342948.1
18667,WP_111645457.1
18668,WP_058004771.1
18669,WP_126408795.1
18670,WP_102029344.1
18671,WP_062350793.1
18672,WP_278892729.1
18673,WP_181538157.1
18674,WP_148976568.1
18675,WP_026908075.1
18676,WP_090761689.1
18677,WP_251613937.1
18678,WP_096550850.1
18679,WP_117327282.1
18680,GIN84055.1
18681,WP_231419626.1
18682,WP_142642973.1
18683,MBO8157328.1
18684,MBB2479723.1
18685,WP_042141950.1
18686,WP_153737278.1
18687,WP_047983102.1
18688,WP_114915481.1
18689,WP_118876052.1
18690,WP_102261794.1
18691,WP_213365882.1
18692,MCR6609990.1
18693,WP_142536949.1
18694,WP_009794008.1
18695,WP_187046355.1
18696,WP_251477227.1
18697,WP_067204377.1
18698,WP_010097473.1
18699,WP_055740822.1
18700,HJF34205.1
18701,WP_071317998.1
18702,WP_192473087.1
18703,WP_230495621.1
18704,WP_261176666.1
18705,WP_114744024.1
18706,WP_066295026.1
18707,WP_243296233.1
18708,WP_078430278.1
18709,WP_036183643.1
18710,WP_251468761.1
18711,WP_207277597.1
18712,WP_125478195.1
18713,MCA1039445.1
18714,WP_251544185.1
18715,HHW37123.1
18716,WP_129078518.1
18717,WP_100012524.1
18718,WP_283904975.1
18719,WP_075981495.1
18720,WP_079508010.1
18721,WP_216828376.1
18722,WP_144474485.1
18723,WP_214704963.1
18724,WP_207152588.1
18725,WP_003333046.1
18726,WP_101352368.1
18727,OLO40599.1
18728,WP_275117168.1
18729,WP_138124722.1
18730,MDA8213407.1
18731,WP_102345680.1
18732,WP_088032334.1
18733,WP_131925276.1
18734,WP_017755675.1
18735,WP_173729610.1
18736,HHY72228.1
18737,WP_203356111.1
18738,WP_257186259.1
18739,SUV02557.1
18740,PZN09899.1
18741,WP_008514383.1
18742,WP_264698958.1
18743,WP_028986457.1
18744,MBS4030603.1
18745,CCQ96681.1
18746,WP_038089938.1
18747,WP_109687018.1
18748,WP_201637686.1
18749,MBO8170287.1
18750,MCF6092575.1
18751,WP_236404083.1
18752,WP_268928598.1
18753,MCL6635408.1
18754,WP_129487663.1
18755,MDI3534842.1
18756,WP_212691302.1
18757,WP_023386467.1
18758,WP_209460527.1
18759,MCC5912114.1
18760,WP_151864310.1
18761,WP_125907377.1
18762,WP_151861653.1
18763,WP_115452156.1
18764,WP_089285267.1
18765,KAF0198081.1
18766,MBS3938406.1
18767,MBT9136937.1
18768,MBS3985377.1
18769,MCC5912341.1
18770,MBT9158581.1
18771,WP_066315798.1
18772,WP_262303050.1
18773,WP_179239342.1
18774,MBF8983442.1
18775,WP_212694336.1
18776,MBT9156772.1
18777,MDK2918410.1
18778,NLK43893.1
18779,NLV89740.1
18780,NLY86175.1
18781,WP_069976694.1
18782,MDF2531350.1
18783,MBT9177495.1
18784,WP_091728692.1
18785,MCG8542324.1
18786,WP_184309951.1
18787,WP_068555623.1
18788,WP_300296990.1
18789,WP_091349626.1
18790,WP_072908169.1
18791,WP_110939764.1
18792,PMP76776.1
18793,WP_298407367.1
18794,WP_066789606.1
18795,MBO9341582.1
18796,WP_028456981.1
18797,WP_012259103.1
18798,MBO9325173.1
18799,NJM08186.1
18800,MCS6938941.1
18801,MBN9416104.1
18802,NJK79475.1
18803,WP_072743792.1
18804,MBX3168670.1
18805,RRR65782.1
18806,WP_097653136.1
18807,WP_097643211.1
18808,WP_129671134.1
18809,NNJ10158.1
18810,NTW97742.1
18811,MCS6880937.1
18812,WP_220594946.1
18813,MCG8349823.1
18814,NWF80826.1
18815,WP_044199176.1
18816,MCX7789899.1
18817,MCU0491557.1
18818,NTW02132.1
18819,WP_129630049.1
18820,NJN19634.1
18821,WP_257531776.1
18822,MCA0445714.1
18823,EFO81951.1
18824,MBN8706555.1
18825,MDA8334279.1
18826,MDB5099277.1
18827,WP_283410719.1
18828,WP_093311515.1
18829,WP_093370790.1
18830,RQD72079.1
18831,WP_089284257.1
18832,MBS3994876.1
18833,NPA91682.1
18834,MBN6188304.1
18835,WP_047153591.1
18836,WP_146808448.1
18837,WP_096466963.1
18838,WP_272560354.1
18839,RIV23198.1
18840,WP_230046246.1
18841,MBO8162837.1
18842,MBT4034943.1
18843,NQU27186.1
18844,NOZ75638.1
18845,RMF08364.1
18846,NOZ03422.1
18847,NQT97789.1
18848,MBP6672330.1
18849,MCX8056097.1
18850,HAP34482.1
18851,MCX8103715.1
18852,MCS7198385.1
18853,MCL6641894.1
18854,MCZ7400666.1
18855,BAL59948.1
18856,MCS6936048.1
18857,WP_181752471.1
18858,WP_096187854.1
18859,WP_078594111.1
18860,MSQ41408.1
18861,RPI07315.1
18862,MBP1776489.1
18863,BBA35144.1
18864,CAI8936330.1
18865,WP_026609583.1
18866,WP_075162562.1
18867,WP_016481639.1
18868,HAL62497.1
18869,UCC66406.1
18870,MBW2040191.1
18871,OGP54112.1
18872,MCI9021295.1
18873,MDE6889669.1
18874,WP_254996865.1
18875,RPG11528.1
18876,WP_011130701.1
18877,MBL6801853.1
18878,WP_197165436.1
18879,CAI8356035.1
18880,WP_115118988.1
18881,WP_007101774.1
18882,WP_186583164.1
18883,QBE69794.1
18884,WP_130129758.1
18885,WP_259727186.1
18886,WP_186589125.1
18887,WP_255087537.1
18888,MDG2215805.1
18889,NKB73158.1
18890,MDA7985818.1
18891,WP_186549903.1
18892,WP_007309538.1
18893,NJL91513.1
18894,MDJ0509776.1
18895,MDJ0660774.1
18896,WP_300876459.1
18897,MBC6477327.1
18898,KPQ33805.1
18899,MBC6419128.1
18900,WP_068815428.1
18901,MBO1350660.1
18902,MBC6424527.1
18903,MBC6475098.1
18904,WP_006527485.1
18905,MBC7825141.1
18906,MCY7274037.1
18907,WP_265902461.1
18908,NJR50752.1
18909,WP_015172587.1
18910,WP_190652620.1
18911,WP_229642683.1
18912,WP_017291374.1
18913,WP_017716026.1
18914,RMG09499.1
18915,NJK99921.1
18916,MBW4495188.1
18917,MBP0028884.1
18918,WP_283758529.1
18919,WP_193878576.1
18920,WP_283753362.1
18921,WP_271938422.1
18922,MBP0014053.1
18923,WP_283762740.1
18924,EHA64334.1
18925,WP_218781317.1
18926,WP_061947329.1
18927,WP_181536672.1
18928,MBM7589473.1
18929,WP_044893800.1
18930,MBI4317252.1
18931,WP_151570729.1
18932,GIL31903.1
18933,OPY18864.1
18934,MCL2760833.1
18935,MBW2303536.1
18936,MCD6215281.1
18937,HEB73736.1
18938,WP_191777776.1
18939,WP_204486584.1
18940,NLN41738.1
18941,NLI61380.1
18942,HHZ12961.1
18943,NLJ40974.1
18944,MCD6319322.1
18945,WP_166032413.1
18946,MDL1970111.1
18947,RME85655.1
18948,MCO6449371.1
18949,HEY54360.1
18950,WP_007788958.1
18951,WP_273161865.1
18952,MBO5372757.1
18953,MCI9277416.1
18954,MBM4301345.1
18955,WP_027358454.1
18956,MBI5590910.1
18957,OQX63148.1
18958,MBI2935512.1
18959,MBU5677387.1
18960,WP_034600862.1
18961,MCS7233230.1
18962,WP_090038383.1
18963,WP_200270742.1
18964,NOZ20349.1
18965,MBK8136338.1
18966,RMG04936.1
18967,MBC8265160.1
18968,MBC8248667.1
18969,RLC80669.1
18970,MCX6134725.1
18971,MCY4073274.1
18972,MDE2819371.1
18973,MDK2822170.1
18974,KJS81228.1
18975,MDD2388530.1
18976,MBC2714154.1
18977,MDA8402708.1
18978,MDA3898116.1
18979,KPJ48650.1
18980,MBN2178563.1
18981,MBK8021374.1
18982,NWF70412.1
18983,MBX3083602.1
18984,WP_042423584.1
18985,MCK5120289.1
18986,MCK5381524.1
18987,MCK5525714.1
18988,MCD6334034.1
18989,OPX22775.1
18990,MBO4396835.1
18991,WP_132283449.1
18992,NLM04400.1
18993,WP_090552223.1
18994,WP_108584609.1
18995,WGD63761.1
18996,WP_053590008.1
18997,WP_298784272.1
18998,WP_054767126.1
18999,WP_211893597.1
19000,WP_064475003.1
19001,WP_226466653.1
19002,WP_041090535.1
19003,WP_100543963.1
19004,WP_168948692.1
19005,WP_144494372.1
19006,WP_263043820.1
19007,WP_106035526.1
19008,WP_025207324.1
19009,WP_173407989.1
19010,WP_160243919.1
19011,WP_024716084.1
19012,WP_268360672.1
19013,WP_080529312.1
19014,WP_095230077.1
19015,TDO10843.1
19016,WP_022792737.1
19017,WP_092048994.1
19018,WP_099725886.1
19019,WP_277519260.1
19020,WP_028398980.1
19021,WP_015383645.1
19022,WP_268431100.1
19023,WP_060832327.1
19024,WP_008344855.1
19025,WP_046343523.1
19026,WP_019714385.1
19027,WP_014113766.1
19028,WP_116315505.1
19029,WP_129505731.1
19030,CVM86159.1
19031,WP_048239680.1
19032,WP_226665739.1
19033,WP_138414901.1
19034,TYS25436.1
19035,WP_153529742.1
19036,WP_186577503.1
19037,WP_128737842.1
19038,WP_087975451.1
19039,WP_214482651.1
19040,WP_098517869.1
19041,WP_003232035.1
19042,WP_092096457.1
19043,WP_077111757.1
19044,WP_268780167.1
19045,WP_277584133.1
19046,WP_268500733.1
19047,WP_205183711.1
19048,WP_034662416.1
19049,WP_024424196.1
19050,WP_268538182.1
19051,MCA1030038.1
19052,WP_159641290.1
19053,WP_251624653.1
19054,WP_191556392.1
19055,WP_100741497.1
19056,WP_123164329.1
19057,WP_233314428.1
19058,PNU23032.1
19059,WP_274660265.1
19060,WP_053427324.1
19061,WP_095214668.1
19062,WP_103330237.1
19063,WP_252685650.1
19064,WP_039073937.1
19065,WP_268528444.1
19066,WP_268534860.1
19067,WP_121642558.1
19068,MBU0906206.1
19069,WP_204499699.1
19070,WP_249775670.1
19071,WP_003348989.1
19072,WP_066396000.1
19073,WP_235743149.1
19074,WP_041337929.1
19075,WP_057763178.1
19076,WP_191268586.1
19077,WP_286231464.1
19078,WP_272188166.1
19079,WP_191561743.1
19080,WP_268523561.1
19081,WP_274853859.1
19082,WP_101565227.1
19083,WP_138125661.1
19084,WP_207975086.1
19085,MUV06454.1
19086,WP_248893491.1
19087,WP_098528752.1
19088,WP_041057428.1
19089,WP_191809719.1
19090,WP_153238558.1
19091,WP_185766981.1
19092,WP_213100656.1
19093,WP_120069585.1
19094,WP_172249857.1
19095,WP_101175523.1
19096,WP_099352391.1
19097,WP_204953207.1
19098,WP_141601530.1
19099,MBM7578464.1
19100,WP_040228085.1
19101,WP_182104068.1
19102,WP_050614745.1
19103,WP_098309668.1
19104,WP_046522171.1
19105,WP_283922603.1
19106,WP_149869561.1
19107,WP_102271495.1
19108,QOR68528.1
19109,WP_121609292.1
19110,WP_116350613.1
19111,WP_066264740.1
19112,WP_217038105.1
19113,WP_048004083.1
19114,WP_224873910.1
19115,WP_289340353.1
19116,WP_213092858.1
19117,WP_127734656.1
19118,WP_289495725.1
19119,WP_113808283.1
19120,WP_029281397.1
19121,WP_284139917.1
19122,PEA55252.1
19123,PGZ96806.1
19124,WP_251167154.1
19125,WP_066197054.1
19126,WP_256240120.1
19127,MBN3555187.1
19128,WP_229140448.1
19129,WP_053475632.1
19130,WP_251663772.1
19131,WP_220156823.1
19132,WP_144548987.1
19133,WP_144700825.1
19134,WP_156855487.1
19135,WP_197263826.1
19136,WP_289982300.1
19137,WP_244679840.1
19138,WP_120115199.1
19139,WP_066240698.1
19140,WP_248561058.1
19141,WP_113968251.1
19142,WP_137789693.1
19143,WP_193536719.1
19144,WP_204551941.1
19145,WP_239673837.1
19146,NWQ43855.1
19147,WP_251227786.1
19148,WP_163182840.1
19149,WP_251631037.1
19150,WP_197191171.1
19151,PMC38405.1
19152,WP_191753643.1
19153,WP_098796264.1
19154,WP_090741947.1
19155,WP_191812286.1
19156,WP_095369560.1
19157,WP_221873838.1
19158,WP_166237972.1
19159,WP_055740446.1
19160,WP_175638857.1
19161,WP_136378311.1
19162,WP_066393582.1
19163,WP_114352742.1
19164,SMF09149.1
19165,WP_042356274.1
19166,WP_090912718.1
19167,WP_134379412.1
19168,WP_019391783.1
19169,WP_163176734.1
19170,WP_224938580.1
19171,WP_095247685.1
19172,WP_101641478.1
19173,WP_252217689.1
19174,WP_080846483.1
19175,WP_268583623.1
19176,WP_213423301.1
19177,WP_213116359.1
19178,WP_066068554.1
19179,WP_282138008.1
19180,WP_213140792.1
19181,WP_066252676.1
19182,WP_284037544.1
19183,WP_101352674.1
19184,WP_198767010.1
19185,WP_010282516.1
19186,WP_226534669.1
19187,WP_283954668.1
19188,TDL72578.1
19189,WP_077361349.1
19190,WP_251310909.1
19191,WP_063179442.1
19192,WP_151534163.1
19193,WP_045515277.1
19194,WP_213128264.1
19195,WP_243508379.1
19196,OZI11593.1
19197,WP_038541053.1
19198,WP_066085276.1
19199,WP_188402722.1
19200,WP_264143900.1
19201,WP_283864460.1
19202,WP_125928794.1
19203,WP_213109642.1
19204,WP_222461686.1
19205,WP_078434375.1
19206,WP_076756536.1
19207,WP_026585578.1
19208,WP_289433519.1
19209,WP_108022552.1
19210,WP_242169576.1
19211,WP_216773136.1
19212,WP_118922657.1
19213,WP_250802142.1
19214,WP_090758051.1
19215,WP_163250230.1
19216,WP_026559384.1
19217,WP_251682824.1
19218,WP_206836289.1
19219,GIN83736.1
19220,WP_101659729.1
19221,WP_197214834.1
19222,WP_124049409.1
19223,WP_053401736.1
19224,SFQ09236.1
19225,WP_221877768.1
19226,WP_251558878.1
19227,WP_151572032.1
19228,WP_101581222.1
19229,WP_212941916.1
19230,WP_289437168.1
19231,WP_115450459.1
19232,WP_061801746.1
19233,WP_204203826.1
19234,WP_048009057.1
19235,WP_095478577.1
19236,WP_226528263.1
19237,WP_110065727.1
19238,WP_221820083.1
19239,WP_282154692.1
19240,WP_061790979.1
19241,WP_174733894.1
19242,WP_251456118.1
19243,WP_262172996.1
19244,WP_251549119.1
19245,WP_078109712.1
19246,WP_264737166.1
19247,WP_098933019.1
19248,WP_110929385.1
19249,WP_026566431.1
19250,WP_163145316.1
19251,WP_098571665.1
19252,WP_071349468.1
19253,WP_058002616.1
19254,WP_066446710.1
19255,WP_251470529.1
19256,WP_217030402.1
19257,WP_035328895.1
19258,WP_214703971.1
19259,KAA0547970.1
19260,WP_246940036.1
19261,WP_117305309.1
19262,WP_280616522.1
19263,WP_125479149.1
19264,WP_126864433.1
19265,WP_009330800.1
19266,WP_026692527.1
19267,WP_243354303.1
19268,WP_120037172.1
19269,WP_169095784.1
19270,WP_147532065.1
19271,WP_065411504.1
19272,MCI1575882.1
19273,WP_035189893.1
19274,WP_017551507.1
19275,WP_195850436.1
19276,WP_014095486.1
19277,WP_026683988.1
19278,WP_061565840.1
19279,WP_013859054.1
19280,WP_035429018.1
19281,WP_100910050.1
19282,WP_088091729.1
19283,WP_000911998.1
19284,WP_242219538.1
19285,WP_277546599.1
19286,WP_230573468.1
19287,WP_107837917.1
19288,WP_144561309.1
19289,WP_268502321.1
19290,WP_208906147.1
19291,WP_256424275.1
19292,WP_088321346.1
19293,EDX55504.1
19294,WP_086390353.1
19295,WP_000911789.1
19296,WP_098653378.1
19297,WP_087967411.1
19298,WP_148986539.1
19299,WP_119148498.1
19300,WP_090988126.1
19301,WP_071758778.1
19302,WP_098619379.1
19303,WP_199634171.1
19304,WP_262719652.1
19305,WP_071728055.1
19306,WP_085312228.1
19307,WP_000911778.1
19308,WP_226640234.1
19309,WP_002137946.1
19310,WP_063221136.1
19311,MCU5437237.1
19312,WP_095242320.1
19313,MBS4177155.1
19314,WP_000911784.1
19315,PFJ72514.1
19316,WP_242246890.1
19317,WP_270363138.1
19318,WP_098490000.1
19319,WP_002160731.1
19320,WP_149290156.1
19321,WP_207992975.1
19322,WP_042979429.1
19323,WP_000911767.1
19324,WP_097816853.1
19325,WP_174101810.1
19326,WP_240853279.1
19327,WP_019381746.1
19328,WP_045850124.1
19329,WP_233811099.1
19330,WP_144501769.1
19331,WP_098522094.1
19332,WP_259416117.1
19333,WP_058840177.1
19334,WP_000911773.1
19335,HDR6308312.1
19336,WP_000911771.1
19337,WP_241815846.1
19338,WP_149216596.1
19339,WP_000911768.1
19340,WP_000911776.1
19341,WP_001980554.1
19342,WP_137074201.1
19343,WP_075980960.1
19344,WP_079508398.1
19345,WP_299740791.1
19346,WP_071395369.1
19347,MCU5486568.1
19348,WP_017151236.1
19349,WP_166702023.1
19350,WP_208017110.1
19351,WP_070879145.1
19352,WP_016092226.1
19353,WP_000911772.1
19354,WP_219303416.1
19355,WP_076855466.1
19356,WP_098777338.1
19357,WP_098379489.1
19358,WP_149177504.1
19359,WP_173780831.1
19360,WP_233935221.1
19361,WP_070144597.1
19362,WP_078206258.1
19363,WP_048538891.1
19364,WP_223442239.1
19365,WP_175988933.1
19366,WP_258743730.1
19367,WP_159862629.1
19368,WP_048373926.1
19369,WP_151632650.1
19370,WP_098212674.1
19371,WP_098335955.1
19372,WP_002121805.1
19373,WP_002014514.1
19374,WP_140970652.1
19375,WP_048530523.1
19376,WP_134700340.1
19377,WP_040374128.1
19378,WP_148968711.1
19379,WP_170007026.1
19380,WP_016135247.1
19381,WP_178939070.1
19382,WP_016718306.1
19383,WP_229132187.1
19384,WP_061689342.1
19385,WP_000911779.1
19386,WP_066463354.1
19387,WP_144562513.1
19388,WP_053436510.1
19389,WP_264804380.1
19390,WP_152113401.1
19391,WP_144542462.1
19392,WP_047151616.1
19393,WP_097995188.1
19394,MBN6185868.1
19395,WP_295972012.1
19396,WP_044337426.1
19397,WP_144474844.1
19398,WP_160720040.1
19399,WP_000911781.1
19400,WP_026590300.1
19401,WP_090687115.1
19402,WP_151679101.1
19403,WP_076255720.1
19404,WP_251425794.1
19405,WP_113881911.1
19406,WP_098351809.1
19407,WP_243300238.1
19408,WP_205179297.1
19409,WP_144461398.1
19410,WP_214724795.1
19411,WP_077617786.1
19412,WP_203362276.1
19413,WP_248733620.1
19414,WP_042456301.1
19415,WP_043933363.1
19416,WP_241875729.1
19417,WP_265621660.1
19418,MCL6457114.1
19419,WP_300989624.1
19420,WP_152150006.1
19421,WP_205173974.1
19422,WP_066175135.1
19423,WP_215010248.1
19424,WP_057769777.1
19425,WP_091834853.1
19426,WP_066200795.1
19427,WP_127759755.1
19428,WP_119116600.1
19429,WP_125905993.1
19430,WP_101647410.1
19431,WP_224941160.1
19432,WP_227395562.1
19433,WP_252294228.1
19434,WP_219168935.1
19435,WP_053600006.1
19436,WP_146809429.1
19437,WP_286884572.1
19438,WP_183251724.1
19439,WP_057913443.1
19440,WP_212961861.1
19441,WP_134371895.1
19442,WP_101593736.1
19443,PJN87112.1
19444,VEF48437.1
19445,WP_009795948.1
19446,MBO8176496.1
19447,WP_127776982.1
19448,WP_241591124.1
19449,WP_181554961.1
19450,WP_221564204.1
19451,WP_230158141.1
19452,WP_094767483.1
19453,WP_203255053.1
19454,WP_055746927.1
19455,HHW38848.1
19456,MBA2878728.1
19457,WP_018705172.1
19458,WP_129611790.1
19459,WP_039232100.1
19460,MCL6572018.1
19461,WP_213123181.1
19462,WP_138776965.1
19463,WP_285766566.1
19464,WP_019152820.1
19465,WP_209808822.1
19466,WP_198512677.1
19467,WP_060669788.1
19468,WP_122959479.1
19469,WP_003332632.1
19470,MCM3022461.1
19471,WP_260284232.1
19472,WP_064093743.1
19473,WP_150913430.1
19474,WP_258263232.1
19475,WP_033843501.1
19476,MCY9137262.1
19477,WP_092266613.1
19478,WP_035193567.1
19479,WP_049661464.1
19480,WP_192204002.1
19481,WP_286201273.1
19482,WP_101224625.1
19483,WP_236313615.1
19484,WP_283932762.1
19485,WP_044746174.1
19486,WP_063231889.1
19487,WP_289337878.1
19488,WP_224903351.1
19489,WP_254414970.1
19490,WP_048684923.1
19491,MDF2683425.1
19492,WP_026675905.1
19493,WP_261132776.1
19494,WP_041099924.1
19495,WP_031534413.1
19496,WP_072272715.1
19497,WP_148356977.1
19498,MBL3641983.1
19499,WP_019120486.1
19500,MCB5235321.1
19501,NRG30311.1
19502,WP_063383498.1
19503,WP_230301370.1
19504,WP_257990586.1
19505,MBT2665843.1
19506,WP_289324365.1
19507,WP_016201081.1
19508,WP_272562472.1
19509,WP_096465002.1
19510,WP_258840358.1
19511,WP_122914472.1
19512,WP_023557215.1
19513,WP_148973879.1
19514,WP_095321282.1
19515,WP_091734559.1
19516,WP_066147213.1
19517,SLL31217.1
19518,WP_179891053.1
19519,WP_080860856.1
19520,WP_268851505.1
19521,WP_044731742.1
19522,WP_047939967.1
19523,WP_011230690.1
19524,WP_081132408.1
19525,WP_036151163.1
19526,WP_123257441.1
19527,WP_257350128.1
19528,WP_095329147.1
19529,WP_098175375.1
19530,WP_013145778.1
19531,WP_081206842.1
19532,WP_013523380.1
19533,WP_025951060.1
19534,WP_063166325.1
19535,WP_144329523.1
19536,WP_008878621.1
19537,WP_160156679.1
19538,WP_289667437.1
19539,WP_066231375.1
19540,OUM88313.1
19541,WP_277391420.1
19542,WP_063330719.1
19543,WP_033011164.1
19544,WP_091570669.1
19545,WP_173225459.1
19546,WP_205492433.1
19547,WP_212772530.1
19548,WP_188429000.1
19549,WP_301237160.1
19550,WP_107725823.1
19551,WP_106344982.1
19552,WP_009708964.1
19553,WP_181730764.1
19554,WP_198050774.1
19555,WP_037994841.1
19556,WP_033099763.1
19557,WP_089967335.1
19558,WP_093230882.1
19559,WP_033022939.1
19560,WP_143863287.1
19561,WP_061144592.1
19562,WP_036806743.1
19563,WP_149155480.1
19564,WP_029100163.1
19565,WP_074509541.1
19566,WP_148993585.1
19567,WP_053166437.1
19568,WP_157296452.1
19569,WP_295753655.1
19570,MBQ4421563.1
19571,WP_171566942.1
19572,WP_270497291.1
19573,WP_205002295.1
19574,WP_118742778.1
19575,WP_288543865.1
19576,WP_118651583.1
19577,WP_118468874.1
19578,WP_107000852.1
19579,WP_118493608.1
19580,WP_008297238.1
19581,WP_242232079.1
19582,WP_118538959.1
19583,WP_270808024.1
19584,MBQ8697635.1
19585,WP_060596235.1
19586,WP_024030208.1
19587,WP_071746798.1
19588,WP_181520471.1
19589,WP_230130457.1
19590,WP_098486278.1
19591,WP_035419151.1
19592,WP_124727634.1
19593,WP_060488424.1
19594,WP_101576587.1
19595,WP_000911785.1
19596,WP_215000327.1
19597,WP_088311717.1
19598,WP_000911790.1
19599,WP_239388856.1
19600,WP_179597218.1
19601,WP_063251645.1
19602,WP_016096226.1
19603,WP_242213735.1
19604,WP_016106004.1
19605,WP_197244564.1
19606,WP_242240022.1
19607,WP_147787120.1
19608,WP_199672382.1
19609,WP_002173110.1
19610,WP_025728710.1
19611,WP_144614545.1
19612,WP_097902949.1
19613,WP_172369720.1
19614,WP_268571211.1
19615,MBP5199778.1
19616,MBR5909688.1
19617,WP_257636907.1
19618,EIZ0326117.1
19619,WP_064461832.1
19620,WP_138321236.1
19621,WP_016080521.1
19622,WP_049680747.1
19623,WP_020959316.1
19624,EAD8188702.1
19625,WP_193651950.1
19626,WP_289360018.1
19627,WP_035353652.1
19628,WP_097993644.1
19629,EJH4995426.1
19630,EAD0052606.1
19631,EAD3302770.1
19632,EAF6526458.1
19633,EAA0321568.1
19634,WP_009732857.1
19635,WP_075039028.1
19636,WP_214750786.1
19637,EAV9827405.1
19638,WP_105586434.1
19639,WP_049720262.1
19640,WP_273125500.1
19641,WP_098849109.1
19642,WP_181739930.1
19643,WP_053602778.1
19644,EAE7958769.1
19645,MCE8333854.1
19646,WP_297988989.1
19647,EAE2445719.1
19648,WP_003394969.1
19649,WP_219985321.1
19650,EAG9503109.1
19651,WP_098371038.1
19652,EAC9863016.1
19653,MBE6095367.1
19654,WP_277481745.1
19655,KHF30852.1
19656,WP_004891107.1
19657,WP_012575333.1
19658,WP_192597312.1
19659,MBO5515486.1
19660,WP_053534365.1
19661,ECX5768254.1
19662,WP_042533849.1
19663,WP_085788759.1
19664,EAF1657794.1
19665,WP_251025096.1
19666,EAD3285793.1
19667,WP_137018757.1
19668,WP_125161817.1
19669,WP_149043231.1
19670,MBO6235172.1
19671,WP_163150811.1
19672,WP_149045702.1
19673,WP_046514657.1
19674,WP_032099749.1
19675,KIP22512.1
19676,EAG5903608.1
19677,WP_149051134.1
19678,EAC2300094.1
19679,WP_007476457.1
19680,WP_070226651.1
19681,WP_097531788.1
19682,EHC6301493.1
19683,WP_185559358.1
19684,WP_185569266.1
19685,EAD9505748.1
19686,HAA2525249.1
19687,WP_012581128.1
19688,MDF2788492.1
19689,EAD1220264.1
19690,EAE9949270.1
19691,EAD9167400.1
